dataset,Class,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_w_interact.coef_min,ela_meta.lin_w_interact.coef_max,ela_meta.quad_simple.adj_r2,ela_disp.ratio_mean_02,ela_disp.ratio_median_02,ela_disp.diff_mean_02,ela_disp.dist_all_mean,ela_ic.h_max,ela_ic.eps_s,ela_ic.eps_ratio,ela_ic.h_zero,ela_ic.m0,ela_cm.mean_ofs_10,ela_cm.sd_ofs_10,ela_cm.n_cells,ela_cm.coverage,ela_lc.r_pearson_dist_centroid,ela_lc.r_pearson_nn,ela_lc.y_std,ela_lc.y_skewness,ela_lc.y_kurtosis,nbc.nn_nb.dist.ratio.mean,nbc.nn_nb.dist.ratio.sd,nbc.nb.fitness.ratio.mean,nbc.nb.fitness.ratio.sd,nbc.n_candidates,nbc.dist.ratio.coeff_var,fdc.r,fdc.p_value,fdc.dist.mean,fdc.dist.sd,fdc.slope,gh.mean,gh.sd,gh.norm.mean,gh.norm.sd,gh.angle.mean,gh.neg_ratio,ls.mean,ls.min,ls.max,ls.ratio,ls.log_mean,ls.lml,sample.n,sample.y_min,sample.y_max,sample.y_mean
1065_kc3,Tuning,0.3050011074429019,0.181424815902618,-0.0052302608902555,0.0056852678932072,0.5105185132439178,0.5787486629120826,0.5684165527172753,-6.552309987530311,15.676455979677897,2.190344579152593,1e-05,49999.9950000005,2.190118641673205,0.6299209973665789,0.1050347378772332,0.0145984881577576,25.0,1.0,0.1160308381771818,0.8811905208302241,0.12116472584805,2.678998982323134,6.567824478743008,70.55639543474715,221.33548978477856,0.9032643051461868,0.1051211392806412,3.3333333333333335e-05,3.1370010956621743,-0.4330049912932023,0.0,14.290494899459356,6.538796986540455,-0.0080234702330452,-7.669974402544951e-06,0.3445410359713488,0.1447342762229541,0.357446630065198,78.82652911899656,0.2443666666666666,1.7318255793113726,1.295446518297648,2.168204640325097,1.6737121986113874,0.2385041499465627,-166.11319283931175,30000.0,0.464659197012138,0.724016016663075,0.5117359741075918
1066_kc1-binary,Defaults,0.4569950788752299,0.2108956417547865,-0.0151250082952506,0.0120277463646701,0.6569010872412027,1.752834201566603,1.7109818232400278,6.330822979629932,15.594453849694156,1.8084463686460133,0.01,49.999999995,1.735986361965538,0.6737557918597287,0.2311926072369328,0.0264405807939667,25.0,1.0,0.0377415762362022,0.9583559632711928,0.2477204439237701,1.5186808115945098,0.6170653860710473,85.30560625304308,295.9377600301206,0.755154161760421,0.1553286250186117,6.666666666666667e-05,3.4691478441906067,-0.3549995535358633,0.0,12.430013054630273,5.328148422809168,-0.016504991074418,0.000131809373503,0.2491202413497312,0.1929258027172108,0.41716489461299,81.41838223802395,0.1704,2.4226181705638763,1.2609067994161214,3.584329541711631,2.84266017390703,0.384284970272881,-113.7568776041189,30000.0,0.4725,0.818518518518519,0.5457542283950617
1067_kc1,Tuning,0.3696568736868102,0.2299239851115328,-0.0091126079391357,0.0102041057084179,0.583145868846239,0.403032879096205,0.3907238103804067,-9.243726426651474,15.643538508733547,2.3209255831033415,0.01,49.999999995,2.1595617867572163,0.4795493183106104,0.1736732097879784,0.0259361244859741,25.0,1.0,-0.1219569980523537,0.9668177195448272,0.1945942158462637,1.5966339931585094,1.364499355270646,58.0488535223429,163.18723177617468,0.8966305544733545,0.1092432798228877,3.3333333333333335e-05,2.811205077691352,-0.3310340882954723,0.0,16.043116575001,7.317333416270345,-0.0088033283687552,0.0002828387967625,0.3809791563678013,0.1583251109704685,0.2822797390474332,76.65393250595952,0.2601333333333333,2.206142804442192,1.8533986543889855,2.5588869544953976,1.380645738807667,0.3436336210571926,-80.93866891117116,30000.0,0.477364563429455,0.644892580921047,0.5159433943112924
1068_pc1,Tuning,0.3676905879145902,0.1476427916254524,-0.00370935369285,0.0088944532555635,0.558068598186728,0.500238189898806,0.4551907766821652,-7.618549709921759,15.694899180970497,2.2031537721543,0.001,499.9999995,2.1433784750684044,0.5421847394913164,0.115573669238848,0.0174696294180949,25.0,1.0,-0.0566402925393117,0.8184296780368545,0.1379170394277849,1.9199995409608464,3.008922863570459,68.96794648156684,209.45600587965728,0.8511795849325926,0.1698412686913582,3.3333333333333335e-05,3.03700510983948,-0.4722469814422663,0.0,12.104287567385464,4.895035133967067,-0.0133054742087816,0.0002700989677606,0.3475093618777112,0.2409525313118469,0.4729743190692388,78.61615261793186,0.2354666666666666,1.3722934709748034,0.6728048053540746,2.071782136595532,3.079321253512961,0.1374469970822823,-225.11825181961711,30000.0,0.487421383647799,0.657809618385587,0.5124084572279757
1069_pc2,Tuning,0.0801595932557759,0.1317345907399782,-0.0013377806147312,0.0016692611761891,0.1513486549969258,0.4172909193185624,0.3922697898609725,-9.183947044036902,15.6341623259509,2.17939952861862,0.0,500000000000.0,2.17939952861862,0.6312210407013568,0.0421886686956292,0.0087312687474145,25.0,1.0,0.0783766224481373,0.5899817480606504,0.0657900920134228,5.274997120606924,34.256895058316694,76.04584172919878,309.31477590962396,0.9394855975722196,0.1225290828817845,3.3333333333333335e-05,4.067477838053234,-0.3071736894374751,0.0,18.383809722307028,7.865146074796054,-0.0025693068788979,0.0001680162866579,0.3351196542224798,0.0959740280780418,0.3374258982168507,78.56436252187422,0.245,1.27460801335869,1.2049884388995082,1.3442275878178715,1.115552269567343,0.1053766445274616,-227.1117816129696,30000.0,0.48433734939759,0.614629948364888,0.5014865247278509
1071_mw1,Tuning,0.2661207854481929,0.1912451675260564,-0.0059340004529824,0.0059775349498237,0.4529501472521337,0.5659194409483858,0.5559771921824851,-6.825969770771364,15.640491156171745,2.2160020856768874,0.001,499.9999995,2.184605366709983,0.568952298409947,0.1144174915314731,0.0168541053410091,25.0,1.0,0.1133302849644236,0.8536025481039421,0.1421608499442536,2.8421466717295756,7.472667113345473,69.8938430258048,157.6272060826685,0.9041515687606756,0.1228150695240871,3.3333333333333335e-05,2.255237360814032,-0.4297300371332929,0.0,14.89464245725491,6.9458430744173265,-0.0087951822873134,1.1913826624906082e-05,0.3402640729977437,0.1862284698348537,0.4797995414232482,78.67391623077486,0.2418333333333333,1.7351172856328378,1.3818032298053329,2.088431341460343,1.511381140535507,0.2393288363499539,-174.41917094609238,30000.0,0.465139263252471,0.707996406109614,0.5116697717214069
1073_jEdit_4.0_4.2,Defaults,0.4616523966827662,0.3252695579490839,-0.0095943223759255,0.0214354590906384,0.7345565241457811,1.0647430177194088,1.032911628765972,0.9061622684548976,15.661408597127323,2.902841663942329,0.01,49.999999995,2.7449569567241996,0.2031401046701556,0.2747832200249926,0.0294212184935637,25.0,1.0,-0.3954336210158841,0.9411083663678604,0.298876713189904,0.37286188014127,-1.5622716908748575,11.984582983998708,49.50922819379758,0.7495214625407493,0.2263039778951337,0.0001666666666666,4.131076422091283,-0.2515537364025568,0.0,20.58922920404636,8.45194898979283,-0.0088953828770767,0.0014577896827064,0.6916494896790387,0.4417799884900685,0.502969298038772,65.58729275888751,0.4727,1.7265719352477256,1.486865231482092,1.966278639013359,1.3224323209522293,0.2371846773456285,-160.90626040876845,30000.0,0.48760162601626,0.815142276422764,0.594157445799458
1075_datatrieve,Tuning,0.103932507009713,0.197353496787087,-0.0017624304344503,0.0030984123313461,0.1768236790539854,0.5341623309381468,0.5446798695509145,-7.336557141526628,15.639497041439997,1.381194025219487,0.01,49.999999995,1.365795096696289,0.7862262075402513,0.0647261331837197,0.0120940258129868,25.0,1.0,0.0090467297785269,0.6240563936730023,0.0959779463939241,3.9624864670720146,17.23559524407369,107.9632280532333,262.9364708191425,0.8833789849718683,0.1273241482346758,0.0001,2.435426168338486,-0.3539976444655511,0.0,15.665554425086937,7.118475845438562,-0.0047726702632447,1.0107180720067903e-05,0.1725453380124176,0.1649092594927448,0.4823703881468902,84.07318488118875,0.1205,1.2053587314832388,0.5884708176644666,1.8222466453020112,3.096579457467542,0.0811163182124616,-257.8135057762464,30000.0,0.439550264550265,0.786772486772487,0.5080871604938272
1100_PopularKids,Defaults,0.3409219963431094,0.3174488517360292,-0.0118535397446943,-0.0023495113181765,0.6005170620991122,0.5042622424458695,0.5057812618622669,-7.70575080642582,15.65675419100505,2.2931547113845707,0.01,49.999999995,2.0866139681437166,0.4961165372179072,0.1499461856479446,0.0233866577105943,25.0,1.0,0.0274487099833939,0.8941885563570293,0.1791787079744423,0.3206417975118676,0.2471465237042434,60.55050392607792,138.77300786333856,0.7736805095759973,0.2245521233324502,3.3333333333333335e-05,2.291855539844144,0.1758007627548567,8.463752025651105e-207,12.468822038358642,5.3016527578526045,0.0059412864511624,7.163180003059276e-05,0.3645014716614403,0.2632246651820136,0.4869824352900299,77.49123332556498,0.2588333333333333,0.9660519561510822,0.7759322900867593,1.156171622215405,1.4900418979659165,-0.0149995157549371,-254.435332340084,30000.0,0.271324863883848,0.451567632363156,0.3284178923975539
1115_teachingAssistant,Tuning,0.465922363304855,0.2965621616036328,-0.011710803385809,0.0150787903828912,0.6395903268153745,1.153492171205392,1.1552557583238012,1.975977531778895,15.690417703860254,2.7210989481833505,0.01,49.999999995,2.6794491473941715,0.4101470049001633,0.2168416180144803,0.0235505751642946,25.0,1.0,-0.1642504234146743,0.9187333905886576,0.2437980873254189,1.0813056070641975,-0.4728448406110623,23.627677597803363,74.18259992973188,0.8254402759173401,0.1251728173836101,6.666666666666667e-05,3.1396483900146586,-0.3386835928711229,0.0,15.176551700543218,7.021161186439371,-0.0117601252599403,0.0001960807752457,0.6029436040026215,0.3948436466080514,0.5012099052873478,68.18123727092441,0.4194666666666666,3.0577328154592425,0.2890555792101331,5.8264100517083515,20.156711963869764,0.4853995341041749,-211.49277203439536,30000.0,0.284722222222222,0.662830687830688,0.3973191424162255
1121_badges2,Tuning,0.483890864122133,0.2651639067649304,-0.0227589592640264,0.0254005305047768,0.6753348585381169,1.7749926519279473,1.752156471326244,6.58605101598263,15.632994511934507,0.9581927375751,0.01,49.999999995,0.952415182756422,0.8773959131971065,0.387983937800672,0.0416666666665833,25.0,1.0,-0.1226542123755821,0.9978584567118514,0.4261098635800151,1.033236966746701,-0.866594695065869,27.80666048878858,55.45638017450994,0.8675440782927732,0.2132503203934599,0.7002333333333334,1.994355999594684,0.3772557265911386,0.0,15.070625226022392,6.865486712870885,0.02341480291787,0.0017159452840492,0.1062210244551675,0.0614255031649995,0.2549464435783892,84.75481956119488,0.0822333333333333,1.9675663522435265,1.6905493807649434,2.2445833237221096,1.327724199754016,0.2939293869918474,-151.52234046144014,30000.0,0.5,1.0,0.6331929203331164
1167_pc1_req,Defaults,0.4168705598401749,0.4667194868753306,-0.00710091237708,-0.0061398021238079,0.5961318625028171,0.5588234295616616,0.5488386869422958,-6.868277002863648,15.679600867558683,2.261051034264441,0.01,49.999999995,2.121015713339706,0.5186172872429081,0.1023863997276899,0.0140247115300962,25.0,1.0,0.0405548068690491,0.7868656550454892,0.1258979612095358,-0.5523243909317602,-0.095521831708087,64.16144387795327,141.85164442713778,0.8491728303727866,0.1403191620133312,3.3333333333333335e-05,2.210854928654087,0.317960255474117,0.0,17.88128062501962,7.711618355362425,0.0051898361300756,0.000108589041056,0.3557018271481637,0.2716646360767615,0.4401768456905343,78.20561628296241,0.2541,1.2497087543699397,0.6231066395822825,1.876310869157597,3.011219508770481,0.0968088121222088,-235.23134158186923,30000.0,0.311387163561077,0.668495514147688,0.4781400161030595
11_balance-scale,Tuning,0.4667405309611968,0.3453418499306552,-0.016214279227784,0.0134453593281695,0.7169023811674187,0.7089097399511756,0.6317376413592138,-4.2133078824889,15.604015555462516,2.827050772905821,0.01,49.999999995,2.4246439334176295,0.1586719557318577,0.2302645069939921,0.03659369674325,25.0,1.0,-0.2091555652203929,0.8808902147936728,0.2649979747878761,0.6768757404281971,-0.2104996413848474,2.919718278196374,13.220152699865531,0.8490854765727923,0.2313531000989864,0.1466666666666666,4.527886405543078,0.5765415410822642,0.0,20.4063876573161,8.334650006413915,0.0183307710235131,0.001206882081276,0.6075786079064658,0.5255959192310208,0.6478065649180923,67.4020300846604,0.4493666666666667,1.3717577994666454,1.0484225239718294,1.6950930749614614,1.61680337478651,0.1372774381636377,-218.98893716662127,30000.0,0.333333333333333,1.0,0.5636039367144284
13_breast-cancer,Tuning,0.2873723030906667,0.2568092372871933,-0.0076124096748648,0.0049432461472897,0.5007255399772764,0.5766809009737691,0.5730454399635095,-6.6258027063913385,15.66241673672155,2.30536994303032,0.01,49.999999995,2.2005094465916266,0.5300510017000567,0.1209900211985573,0.0179382477294132,25.0,1.0,0.1240230335437198,0.8656388338249552,0.1468474982079152,2.3977543368352716,4.893530260602116,66.93612168367183,160.54260395986452,0.8734649124936114,0.1086302106721772,3.3333333333333335e-05,2.3984449639696463,-0.2653263578254726,0.0,12.099163918660029,4.960364777376706,-0.0078544981261073,1.5931707910413073e-05,0.3568325341581741,0.196253424051599,0.4561561416985192,78.16289054548005,0.2492666666666666,1.3884210779699069,1.294559951489084,1.4822822044507291,1.145008543439468,0.142521198183593,-192.81204953377727,30000.0,0.449308328291994,0.685793002621496,0.5100279566948982
1442_MegaWatt1,Tuning,0.2489181265338323,0.2144983532075214,-0.0049227423062855,0.0055154283766704,0.4157818135924019,2.203128609050236,2.2277555378693,8.296457916350901,15.668985673167189,1.600091496052107,0.001,499.9999995,1.5879220355743406,0.7321910730357679,0.1016976178705013,0.0142261397176947,25.0,1.0,0.1056879988755136,0.7920591983951353,0.1288176831758707,3.0064217275879153,8.790473903249497,97.92755583668348,367.26166183839314,0.9050765294063752,0.1209597711589458,3.3333333333333335e-05,3.75034032760791,-0.3840260689480835,0.0,13.40089409187582,6.073886446906798,-0.0081443552441552,0.0001449846396183,0.2137923729658991,0.1911038802497582,0.5091370450967513,82.66365987039893,0.1519333333333333,2.4501492454009988,0.8951810504874913,4.005117440314506,4.474086485777323,0.3891925392545007,-157.05649105710043,30000.0,0.45324846356453,0.728276509608819,0.5122138785240464
1443_PizzaCutter1,Tuning,0.3876206218772199,0.0866828898215243,-0.0052601187903987,0.0093625697665579,0.5871752908890835,1.5999396232317646,1.582847136720697,5.5852417146135505,15.616874813906357,1.868486678737284,0.01,49.999999995,1.7905611845609832,0.6532884429480983,0.1334472192875518,0.0217251483057332,25.0,1.0,-0.0304953863984014,0.8982326912749539,0.1489016913380556,2.2165990806288827,4.716029235238626,84.42886534520785,162.89667306463056,0.6230287596775514,0.2020561356712754,3.3333333333333335e-05,1.9293955023389944,-0.2018635724194369,2.342483891395358e-273,11.919782771864162,4.83934633280517,-0.0062112015334032,0.0002522683160685,0.2624692985602486,0.1958161127850411,0.3831416980456985,81.09650882106838,0.1860666666666666,1.359051216900371,0.9688161060452724,1.7492863277554698,1.8055917081047377,0.133235823765985,-211.81539717810463,30000.0,0.497257751356112,0.783044221261434,0.5222616175430519
1444_PizzaCutter3,Tuning,0.2416139774912049,0.0925057634507099,-0.0043381501995287,0.0075512064099188,0.3977446065040969,1.9659144887845983,1.9841340515018364,7.52390837554936,15.645940646493166,1.5388803858721076,0.001,499.9999995,1.5183317869083182,0.7308243608120271,0.1350691670030441,0.0238987929550412,25.0,1.0,-0.010450625080246,0.9464151297952356,0.1537666489883438,2.843903120166922,7.350454405031666,98.9919022783622,229.1539327028155,0.8497520301688477,0.1185652462367937,3.3333333333333335e-05,2.314875534550688,-0.5241194956891548,0.0,19.319282828485463,8.274984340166357,-0.0097393492491581,0.000311174579882,0.2074915186761141,0.1132473935845427,0.2943588555654373,82.5224257201362,0.1395333333333333,2.176486335861928,1.4306613813567348,2.9223112903671216,2.0426296036548997,0.3377559449701191,-147.5110851417487,30000.0,0.493926122539261,0.68151480226778,0.5111551855796058
1446_CostaMadre1,Tuning,0.2403041506594264,0.1289707745771514,-0.0040977913255398,0.0062994465784856,0.4015843647194048,2.198814638295643,2.2232125741589286,8.281865824056823,15.664759599802265,1.285105457842831,0.001,499.9999995,1.278644503244406,0.7882596086536218,0.1118620507835254,0.0194752382421271,25.0,1.0,0.0663413223220167,0.8644652775407458,0.1339002905984963,3.150992343416778,9.77367910749686,126.3136782274244,227.5881258854712,0.8360591044020641,0.1175484003314727,3.3333333333333335e-05,1.801769444760393,-0.3633644853738222,0.0,13.461829149358657,6.114759694921389,-0.0079569234079562,4.635119829594484e-05,0.1621937750793943,0.150943302945189,0.4284304785786574,84.58198439768198,0.1106666666666666,1.653424718768325,0.262749455214412,3.0440999823222383,11.58556153742191,0.2183844260611195,-247.73920237686085,30000.0,0.480685980685981,0.719710844710845,0.5113945374070374
1447_CastMetal1,Tuning,0.188919322431379,0.1801418022957606,-0.0026460996765123,0.0041383838007162,0.3292036861114891,2.274173774594133,2.3190098272906288,8.575092371178878,15.695686296004924,1.3404080996351724,0.001,499.9999995,1.3270655879830486,0.7827594253141772,0.0796601048093433,0.0148313056340825,25.0,1.0,0.0805707902185279,0.7755918084650981,0.0983347836027997,3.7771795434141513,15.244755691339254,119.23925618674194,257.2898660248785,0.9044600870091288,0.1114419562051488,3.3333333333333335e-05,2.1577614139250567,-0.4589945556323241,0.0,16.347460676831318,7.588992982122645,-0.0059472131858973,5.4037299780967226e-05,0.1727621453663023,0.1417046987216553,0.4198612967898801,84.1313090826131,0.1238333333333333,2.003278445148855,1.3197956071133177,2.686761283184393,2.03574043488362,0.3017413181341075,-200.98488312920475,30000.0,0.466826265389877,0.68772346744303,0.506609077328407
1451_PieChart1,Tuning,0.3543540526126888,0.1007918153597537,-0.0049688019833621,0.009835439941342,0.5520571350477015,1.6167957607885295,1.6035107953086052,5.711853960333441,15.6759082162762,1.8322011113349324,0.01,49.999999995,1.7753985682754398,0.6561552051735058,0.143790118710266,0.0237158527053465,25.0,1.0,-0.0396817258968146,0.9210199534529464,0.1610312520308164,2.2966126255242236,4.8582158564475115,83.14496348571109,170.05217154315378,0.7836425495398339,0.1637795534431195,3.3333333333333335e-05,2.0452492179201704,-0.4066907554334822,0.0,13.984288405990297,6.4068558888062235,-0.0102219551520556,0.0002420108297147,0.2590351424308149,0.1829007987110822,0.3756039541451992,81.07948072671522,0.1795666666666666,3.908223797419791,0.8652583486995955,6.951189246139988,8.033657527348865,0.5919794248527849,-113.89647195399,30000.0,0.494818652849741,0.761816300569572,0.5214725869891241
